"model"	"gene.flow.intensity.per.generation"	"simulation.replicate"	"number"	"fit_criteria1"	"fit_criteria2"	"fit_criteria3"	"odds_maxdist"	"odds_avgdist"	"FPR_maxdist"	"FPR_avgdist"	"FNR_maxdist"	"FNR_avgdist"	"FDR_maxdist"	"FDR_avgdist"
"4-way"	"10-4 to 10-3"	5	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0114937141052715	0.0112641943153678	0.00380410112692179	0.00377857361312536	0.978106889890534	0.975476242610028	0.937956204379562	0.931873479318735
"4-way"	"10-4 to 10-3"	6	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0112978661210172	0.011132841517145	0.00418250024359349	0.00418912435123372	0.982104355325571	0.982498359221177	0.953888888888889	0.955555555555556
"4-way"	"10-4 to 10-3"	7	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0137855059400859	0.0122724386378068	0.0039283434108236	0.00388998055009725	0.985652015982564	0.981258912202078	0.952063106796116	0.944174757281553
"4-way"	"10-4 to 10-3"	8	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0152284643634487	0.0138407529130565	0.00425339885462401	0.00421770739966139	0.985756385068762	0.982191041554236	0.951477969882878	0.94478527607362
"4-way"	"10-4 to 10-3"	9	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0157945265257777	0.0148531254593333	0.00400473785923571	0.00396365692817834	0.98437006630881	0.980878899698088	0.941935483870968	0.933137829912023
"4-way"	"10-4 to 10-3"	10	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0166272903739219	0.0144242781058209	0.00364426969579025	0.00365863613762805	0.983897420605338	0.983021780140628	0.931558935361217	0.937262357414449
"4-way"	"10-5 to 10-2"	1	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0124635712251024	0.0116145925697259	0.00691544141814756	0.00687461275569071	0.950773558368495	0.944203581526861	0.918509895227008	0.913853317811409
"4-way"	"10-5 to 10-2"	2	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0163977836622978	0.0151373047552162	0.00662231024277354	0.00659409531768115	0.944497218075723	0.938628688885626	0.87917282127031	0.876514032496307
"4-way"	"10-5 to 10-2"	3	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0154177773753338	0.0133431485775243	0.00674044643310681	0.00664512602597219	0.953874803036814	0.940700363396102	0.904564315352697	0.893598103141672
"4-way"	"10-5 to 10-2"	4	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0134936266021616	0.0129892721251409	0.00623680929154605	0.00619407060315671	0.960816326530612	0.956263773520936	0.921849560403777	0.915988277434061
"4-way"	"10-5 to 10-2"	5	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.016256170709698	0.0138568333164168	0.00639630553638728	0.00638120413233717	0.95047619047619	0.94203821656051	0.888206388206388	0.888206388206388
"4-way"	"10-5 to 10-2"	6	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0164584668064627	0.0151421845451012	0.00843367961638456	0.00832885662749003	0.954696426199017	0.944620709547159	0.918770843258695	0.908527870414483
"4-way"	"10-5 to 10-2"	7	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0150474808874966	0.0143794192199938	0.00657256521390874	0.00643260550540312	0.966582877421263	0.955620844286377	0.928930817610063	0.909748427672956
"4-way"	"10-5 to 10-2"	8	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0138073510718238	0.0124217423742742	0.00628650253474034	0.006206546067926	0.954360100376412	0.943593314763231	0.908891671884784	0.898559799624296
"4-way"	"10-5 to 10-2"	9	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.016551210006147	0.0157651819922328	0.0084946747522659	0.00838137887622437	0.946529698406427	0.937137330754352	0.905647222867767	0.894259818731118
"4-way"	"10-5 to 10-2"	10	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0137009769468653	0.0121026720612261	0.00676482991284791	0.00658530969376007	0.935716575825585	0.913390106903424	0.884803217466245	0.862683137029589
"4-way"	"10-5 to 10-4"	1	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0125620975851356	0.011941932758194	0.0241561482237464	0.0241763516232979	0.947829549980088	0.948084571907055	0.973586046980542	0.974997479584636
"4-way"	"10-5 to 10-4"	2	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0145269853420729	0.0149307873490106	0.0197797659667156	0.0197196226367564	0.970358814352574	0.966593554918171	0.978694243707949	0.975330176924994
"4-way"	"10-5 to 10-4"	3	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0116959064327485	0.0115256621165124	0.0243689837422881	0.0243774409463651	0.936426116838488	0.936587491828285	0.970391117335201	0.970891267380214
"4-way"	"10-5 to 10-4"	4	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0159040331373437	0.0141419412554048	0.0228043273706693	0.0227424084290045	0.959774612615433	0.953259532595326	0.972711828413676	0.971756211509875
"4-way"	"10-5 to 10-4"	5	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0127045925435992	0.0112301083984399	0.0219568229248873	0.0219848947662041	0.962532044961546	0.963020717308978	0.978780433325888	0.981460799642618
"4-way"	"10-5 to 10-4"	6	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0137734415550223	0.0129454297647174	0.0190566458798779	0.0190385757271313	0.967231021299836	0.964970001935359	0.976863753213368	0.976735218508997
"4-way"	"10-5 to 10-4"	7	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0112688441900734	0.0106946326867672	0.0229625549300576	0.0230013602822277	0.952871547566857	0.955216989843029	0.977394595731259	0.979602565450531
"4-way"	"10-5 to 10-4"	8	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0135057600295361	0.0122104046300379	0.0203259942225083	0.0203573181456927	0.949944588104913	0.949398082024077	0.967810903907828	0.970542819812329
"4-way"	"10-5 to 10-4"	9	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0160696626744314	0.0142157058248749	0.0200852054219816	0.0200161525116158	0.975602175602176	0.970191127476767	0.980853658536585	0.979268292682927
"4-way"	"10-5 to 10-4"	10	28	"% (0,1)"	"p>=0.01"	"1. simpler models not checked"	0.0150958670004647	0.0135713644210715	0.0238905462195372	0.0238322140284001	0.965905329361139	0.960477941176471	0.978910728910729	0.977989352989353
"2-way"	"10-3 to 10-2"	1	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.167905020246098	0.144684622201672	0.0150568070134057	0.0137941663776827	0.70920159213299	0.662583222370173	0.235692307692308	0.220307692307692
"2-way"	"10-3 to 10-2"	2	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.163524976437323	0.143629134982823	0.0144910461828464	0.012120276373181	0.698607108549472	0.647944101048105	0.227216748768473	0.193349753694581
"2-way"	"10-3 to 10-2"	3	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.195557876134629	0.169442916633928	0.0216081612980962	0.0185825410544512	0.693776956253851	0.639230234175748	0.265155248891079	0.233119763430261
"2-way"	"10-3 to 10-2"	4	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.166057318079962	0.14058834839454	0.0161968785627236	0.0156892905210536	0.712357954545455	0.666575492341357	0.253226797787339	0.250768285187462
"2-way"	"10-3 to 10-2"	5	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.207088793033287	0.172867818591594	0.0139171482054204	0.0130876596417698	0.722145804676754	0.674062214089661	0.194760820045558	0.188496583143508
"2-way"	"10-3 to 10-2"	6	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.154146037191532	0.137516329824022	0.0142684495731161	0.0133328210251287	0.70738492665655	0.671416596814753	0.240315167432699	0.227839789888378
"2-way"	"10-3 to 10-2"	7	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.170299674011233	0.145465728674124	0.0137072385216606	0.0135316956906162	0.729474169741697	0.690803382663848	0.229303547963206	0.231274638633377
"2-way"	"10-3 to 10-2"	8	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.190542641840437	0.161189966945363	0.0153502651409433	0.0150106941473848	0.695543000627746	0.649215922798552	0.209239130434783	0.209782608695652
"2-way"	"10-3 to 10-2"	9	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.193077665219489	0.162241541353383	0.0182505225920566	0.0171914160401003	0.703310430980637	0.652425778421434	0.241617881852049	0.233634912187334
"2-way"	"10-3 to 10-2"	10	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.180130874479477	0.155387303436226	0.0148720999405116	0.0138613861386139	0.723910171730515	0.68215892053973	0.230202578268877	0.219152854511971
"2-way"	"10-4 to 10-3"	1	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.19454296308238	0.168592043527974	0.000403030791552475	0.000670267712809999	0.988812927284027	0.989008419083255	0.15625	0.265625
"2-way"	"10-4 to 10-3"	2	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.156754858346991	0.132536104531214	0.00101459455240771	0.00137541071292122	0.982076176250934	0.982127414240415	0.26530612244898	0.36734693877551
"2-way"	"10-4 to 10-3"	3	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.179511538613783	0.154871715370901	0.00162292680995923	0.00189907759088443	0.983461962513782	0.983233233233233	0.353448275862069	0.422413793103448
"2-way"	"10-4 to 10-3"	4	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.176131163197899	0.150761203909201	0.00155199172271081	0.00202468558968968	0.985765928603705	0.987086776859504	0.382352941176471	0.509803921568627
"2-way"	"10-4 to 10-3"	5	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.160458676235423	0.136608473087061	0.00105308319357229	0.00145165603392291	0.98492950899368	0.985738255033557	0.303370786516854	0.426966292134831
"2-way"	"10-4 to 10-3"	6	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.156682383860246	0.134194868685337	0.00108216742676045	0.00128851328305605	0.98347311297484	0.982773227901723	0.294736842105263	0.357894736842105
"2-way"	"10-4 to 10-3"	7	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.174334427785909	0.147506764592192	0.00142410696625658	0.00162350212601469	0.987746766507828	0.987421383647799	0.4	0.466666666666667
"2-way"	"10-4 to 10-3"	8	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.18700810994367	0.161532447224394	0.00127841476569054	0.00132916340891321	0.986114078188421	0.984753146176186	0.329896907216495	0.350515463917526
"2-way"	"10-4 to 10-3"	9	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.188493172562485	0.158203960935372	0.0019564002235886	0.0020621765690051	0.989197203982207	0.988440727988195	0.49	0.53
"2-way"	"10-4 to 10-3"	10	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.176168667087808	0.152373215736335	0.00130290587492104	0.00135391280801516	0.985432541461228	0.984006092916984	0.336734693877551	0.357142857142857
"2-way"	"10-5 to 10-2"	1	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.168073801219154	0.145739408473221	0.00339016201062685	0.00402877697841727	0.945694336695112	0.943396226415094	0.270833333333333	0.328125
"2-way"	"10-5 to 10-2"	2	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.19172593408795	0.167784576121454	0.00330561955324051	0.00408991263946602	0.954893765238593	0.954563182527301	0.276536312849162	0.349162011173184
"2-way"	"10-5 to 10-2"	3	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.170805215226364	0.14927004952087	0.0037345213916006	0.00408386391407808	0.952819332566168	0.949806118052564	0.316666666666667	0.352777777777778
"2-way"	"10-5 to 10-2"	4	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.169811320754717	0.147557840616967	0.00448768343815514	0.00536632390745501	0.949845679012346	0.949912891986063	0.345088161209068	0.420654911838791
"2-way"	"10-5 to 10-2"	5	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.194215981277165	0.163409549866458	0.00424607154797726	0.00478796169630643	0.952143226028576	0.948574845525214	0.31358024691358	0.362962962962963
"2-way"	"10-5 to 10-2"	6	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.198264062760808	0.171628149889019	0.00403939242196628	0.00463506985246116	0.958073749789527	0.95663750475466	0.327027027027027	0.383783783783784
"2-way"	"10-5 to 10-2"	7	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.178181818181818	0.154818223057482	0.00433057851239669	0.00482794374959497	0.966233766233766	0.965676015069067	0.4185303514377	0.476038338658147
"2-way"	"10-5 to 10-2"	8	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.1664237831536	0.140712589073634	0.0031736779040772	0.00386381631037213	0.948822728157229	0.946207517443169	0.271468144044321	0.337950138504155
"2-way"	"10-5 to 10-2"	9	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.191985150319865	0.164389327807279	0.00546919022838013	0.00595777748996244	0.942506906077348	0.938152452235572	0.331325301204819	0.369477911646586
"2-way"	"10-5 to 10-2"	10	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.165716890813768	0.138613231552163	0.00472174281155362	0.00569338422391857	0.9402633130281	0.938044974759064	0.32293986636971	0.398663697104677
"2-way"	"10-5 to 10-4"	1	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.168556132892458	0.145249025886347	0.00881750905369233	0.00868022067049882	0.974077533862681	0.970783532536521	0.66865671641791	0.671641791044776
"2-way"	"10-5 to 10-4"	2	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.195978476352308	0.171382152480583	0.00886029857992475	0.00879695672848312	0.981007431874484	0.979421965317919	0.704180064308682	0.713826366559486
"2-way"	"10-5 to 10-4"	3	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.177314833220689	0.150913330742324	0.00902476841728621	0.00913330742324135	0.976008968609866	0.974504249291785	0.679640718562874	0.703592814371258
"2-way"	"10-5 to 10-4"	4	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.179152448218395	0.149238146801763	0.0110308705658281	0.0110604068373424	0.977630121816168	0.975900492355533	0.733509234828496	0.754617414248021
"2-way"	"10-5 to 10-4"	5	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.16345473137733	0.141985793699815	0.010461732085267	0.0105389129092032	0.977141482194418	0.976073953235454	0.736842105263158	0.756232686980609
"2-way"	"10-5 to 10-4"	6	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.166955017301038	0.144013568730244	0.00845391632588864	0.00824917122812428	0.980687706076307	0.977783725910064	0.723905723905724	0.720538720538721
"2-way"	"10-5 to 10-4"	7	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.168044508874349	0.142003447615399	0.0093249226188144	0.00927025474047117	0.976684541851247	0.974103048287025	0.70414201183432	0.715976331360947
"2-way"	"10-5 to 10-4"	8	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.171316942262915	0.147407894228167	0.00852440901377323	0.00846638574245177	0.976963833218152	0.974560713349069	0.683544303797468	0.693037974683544
"2-way"	"10-5 to 10-4"	9	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.182892851456774	0.157281931464174	0.00943321127209043	0.00926791277258567	0.976713819368879	0.973755880168358	0.688953488372093	0.691860465116279
"2-way"	"10-5 to 10-4"	10	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.171218819071677	0.146954236239951	0.0101436690874645	0.0102040816326531	0.975334255417243	0.973698053655971	0.706043956043956	0.725274725274725
"3-way"	"10-3 to 10-2"	1	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0372856856053001	0.0325179856115108	0.00583818510339289	0.0057154276578737	0.780529829851389	0.746558505408063	0.416380297823597	0.40950744558992
"3-way"	"10-3 to 10-2"	2	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0386226453311728	0.0356773526370217	0.00610087097427588	0.00558266546018614	0.771134885672331	0.738903985507246	0.408351409978308	0.37472885032538
"3-way"	"10-3 to 10-2"	3	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0485138339281235	0.0429435013241248	0.00750163870748464	0.0068017354487133	0.77464553794829	0.731396438612933	0.406935908691835	0.370939420544337
"3-way"	"10-3 to 10-2"	4	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0379121720145977	0.0334828053681584	0.00563123846965657	0.00535051058470572	0.783255418614535	0.747963584091998	0.406631762652705	0.388016288539849
"3-way"	"10-3 to 10-2"	5	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.052721880438246	0.0452410503516585	0.00732044086047861	0.00721163596245731	0.761971176197118	0.723327954097185	0.368421052631579	0.365542763157895
"3-way"	"10-3 to 10-2"	6	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0366104982422112	0.0319816558049722	0.00547945205479452	0.00539061871429721	0.745695364238411	0.708176100628931	0.370491803278689	0.366120218579235
"3-way"	"10-3 to 10-2"	7	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0419531551214497	0.0368312938110957	0.00559857344814291	0.00549911678429555	0.777905418341949	0.746310763888889	0.375336564351104	0.370490037695207
"3-way"	"10-3 to 10-2"	8	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.043850705288257	0.0381083929483904	0.00463234290577156	0.00454298671435871	0.818381545221531	0.790488162581186	0.367750159337157	0.362651370299554
"3-way"	"10-3 to 10-2"	9	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0469049865009921	0.0405166212710241	0.00593631070487591	0.00563337024255013	0.815360610263523	0.78096947935368	0.406685236768802	0.388300835654596
"3-way"	"10-3 to 10-2"	10	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0466722748891837	0.04044448732793	0.00571068042838192	0.00571690467001158	0.798786828422877	0.770178926441352	0.378146759507231	0.380824852704874
"3-way"	"10-4 to 10-3"	1	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0475316347259955	0.0430554765753836	0.00145221952990512	0.00148663249307457	0.988671472708548	0.988490566037736	0.729508196721312	0.75
"3-way"	"10-4 to 10-3"	2	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0346058598398353	0.0314296020199591	0.00149551345962114	0.00169131497735562	0.986291821561338	0.991328742667687	0.759183673469388	0.861224489795918
"3-way"	"10-4 to 10-3"	3	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0426110097201341	0.0385613377540724	0.00172855982826959	0.00182595742636106	0.983962264150943	0.985046728971963	0.716666666666667	0.76
"3-way"	"10-4 to 10-3"	4	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0423712928174994	0.0384190698882827	0.00155662953032168	0.0017049883086516	0.983650702058088	0.986052409129332	0.692028985507246	0.760869565217391
"3-way"	"10-4 to 10-3"	5	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.034968384748036	0.0318790744322659	0.00183623938174618	0.00185463778844394	0.984018264840183	0.983270911360799	0.766666666666667	0.776666666666667
"3-way"	"10-4 to 10-3"	6	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0344410446168078	0.0322700267470393	0.00222174782766827	0.00224075491348635	0.989439853076217	0.989486552567237	0.859327217125382	0.868501529051988
"3-way"	"10-4 to 10-3"	7	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0432222744132558	0.0385123913639369	0.00182218694828229	0.00187039455650688	0.990631440884392	0.990998534645175	0.818181818181818	0.843636363636364
"3-way"	"10-4 to 10-3"	8	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0442942821578105	0.0403420620349792	0.00174590601205968	0.0017956646374851	0.98978102189781	0.990219560878243	0.794117647058823	0.819852941176471
"3-way"	"10-4 to 10-3"	9	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0488550237101285	0.042424633034175	0.00179953795647064	0.00186906852714178	0.988883358221337	0.989175845043676	0.768166089965398	0.802768166089965
"3-way"	"10-4 to 10-3"	10	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0430938871296996	0.0377394697284677	0.00176811920338193	0.00182300828349378	0.984707198806416	0.984322033898305	0.728476821192053	0.754966887417219
"3-way"	"10-5 to 10-2"	1	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0374304432444286	0.0344035913659627	0.00263150681176503	0.00269899078243401	0.950018308311974	0.947964250248262	0.584474885844749	0.601217656012177
"3-way"	"10-5 to 10-2"	2	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0466820369583539	0.041690062736127	0.00292546337250204	0.00298776472219334	0.962996120561027	0.960591952111739	0.62874251497006	0.645209580838323
"3-way"	"10-5 to 10-2"	3	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0425656944146785	0.0373804774024902	0.00335299038348531	0.0034670152025865	0.961507227545883	0.959882223040118	0.671745152354571	0.698060941828255
"3-way"	"10-5 to 10-2"	4	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0404716049894041	0.0370069693362963	0.00273354180041003	0.00282763792474768	0.963499914719427	0.963004275887711	0.649180327868852	0.673770491803279
"3-way"	"10-5 to 10-2"	5	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0469633602423198	0.0406734248542938	0.00251490183546151	0.00270695798690716	0.959319526627219	0.958404074702886	0.56828885400314	0.615384615384615
"3-way"	"10-5 to 10-2"	6	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0461591433391867	0.0419330059531974	0.00371862410907964	0.00379276288716359	0.958227659257049	0.956329735034347	0.658536585365854	0.674390243902439
"3-way"	"10-5 to 10-2"	7	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0449611107629532	0.0403466204506066	0.00339105791258452	0.00359792027729636	0.963760260182747	0.965292096219931	0.675450762829404	0.719833564493759
"3-way"	"10-5 to 10-2"	8	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0386344316365738	0.0337134928423974	0.00254343908327383	0.00266675691224745	0.956345713782785	0.954226059024292	0.601286173633441	0.633440514469453
"3-way"	"10-5 to 10-2"	9	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0458212326556954	0.0400445166664391	0.0035632633725361	0.00371427400964073	0.958495654779742	0.957033248081841	0.652010050251256	0.683417085427136
"3-way"	"10-5 to 10-2"	10	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0384103050028152	0.0331254312317687	0.0026160754748074	0.00271889495364899	0.944583482302467	0.939575170138173	0.55137481910275	0.575976845151954
"3-way"	"10-5 to 10-4"	1	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0386327350137888	0.0342211123868865	0.00222555517925396	0.00225624884578017	0.996034230849509	0.996715157203191	0.935593220338983	0.952542372881356
"3-way"	"10-5 to 10-4"	2	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0476482416989553	0.0427046552874367	0.00209263164778394	0.00221292936524725	0.990392863269858	0.992379500857306	0.82051282051282	0.871794871794872
"3-way"	"10-5 to 10-4"	3	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.040361616734909	0.0365795532576645	0.00314590343373738	0.00318293815890455	0.993169947770189	0.993816254416961	0.919431279620853	0.933649289099526
"3-way"	"10-5 to 10-4"	4	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0434624755942104	0.0388693431008723	0.0027027899246446	0.00269089273378637	0.995359198069426	0.994833643314734	0.930555555555556	0.930555555555556
"3-way"	"10-5 to 10-4"	5	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0379341569109372	0.0324417351583485	0.00303182200375137	0.00308815723867274	0.991048593350384	0.991819533961329	0.899280575539568	0.920863309352518
"3-way"	"10-5 to 10-4"	6	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0394414878582561	0.0345456737531648	0.00206736709494545	0.00204959209098581	0.995085995085995	0.994183341088879	0.914285714285714	0.910714285714286
"3-way"	"10-5 to 10-4"	7	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0378061554946065	0.0340604882401683	0.00231090925083361	0.00228663394735165	0.998730964467005	0.99812865497076	0.979661016949153	0.972881355932203
"3-way"	"10-5 to 10-4"	8	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0399364628856171	0.0350209853062731	0.00218509619261099	0.00227106756225373	0.992327882091662	0.994042163153071	0.877022653721683	0.915857605177994
"3-way"	"10-5 to 10-4"	9	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.046050926525852	0.0409671569615152	0.00275366074899572	0.00279669554704816	0.995427365459022	0.99626204997049	0.92896174863388	0.948087431693989
"3-way"	"10-5 to 10-4"	10	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0405613706612004	0.0347741645533049	0.00247758471806377	0.00249590703348207	0.993633107839236	0.993537964458804	0.905604719764012	0.91740412979351
"4-way"	"10-3 to 10-2"	1	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0122718910049227	0.0113767338341083	0.0002361891502163	0.000265788323198601	0.978119935170178	0.979039301310044	0.467980295566502	0.527093596059113
"4-way"	"10-3 to 10-2"	2	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.013128185441302	0.0126090194247056	0.000244985376646074	0.000214567898118113	0.987302808772605	0.984384384384384	0.595092024539877	0.521472392638037
"4-way"	"10-3 to 10-2"	3	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0167606796792614	0.0168112582452021	0.000318350942119819	0.000293494373862087	0.987090072711085	0.985648764610149	0.595348837209302	0.548837209302326
"4-way"	"10-3 to 10-2"	4	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0122634636113218	0.0119327039397378	0.000264481616032576	0.000259406607385605	0.975381485249237	0.974289297658863	0.466960352422908	0.458149779735683
"4-way"	"10-3 to 10-2"	5	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0191754120679002	0.0160871873466158	0.000273790924207639	0.000315533251194519	0.985721771024365	0.985678704856787	0.5	0.577981651376147
"4-way"	"10-3 to 10-2"	6	22	"%+/-2SE (0,1)"	"p>=0.001"	"1. simpler models not checked"	0.0127260464952413	0.0119493360222692	0.000156024299526391	0.000181050545791958	0.973897567727902	0.974326599326599	0.319587628865979	0.371134020618557
